phase_1_address,score,e911_address
1691 VT ROUTE 125,0.6666666666666666,1691 ROUTE 125
1629 VT ROUTE 125,0.6666666666666666,1629 ROUTE 125
1512 VT ROUTE 125,0.6666666666666666,1512 ROUTE 125
1766 VT ROUTE 125,0.0,1766 ROBEROUTE YOUNG RD
1390 VT ROUTE 125,0.6666666666666666,1390 ROUTE 125
1341 VT ROUTE 125,0.6666666666666666,1341 ROUTE 125
1273 VT ROUTE 125,0.6666666666666666,1273 ROUTE 125
709 VT ROUTE 125,0.25,709 ROUTE 73E
1011 VT ROUTE 125,0.6666666666666666,1011 ROUTE 125
1086 VT ROUTE 125,0.0,1086 HOOKER RD
505 VT ROUTE 125,0.6666666666666666,505 ROUTE 125
345 VT ROUTE 125,0.0,345 FOUR WINDS RD
550 VT ROUTE 125,0.0,550 GOOSE BAY Dr
16 LEMON FAIR RD,0.25,16 MONKTON RD
152 VT ROUTE 125,0.0,152 S MAPLE St
229 COW HILL RD,0.25,229 FERRY RD
