address,score,e911_address
630 split rock rd,0.25,630 LEDUC RD
1090 s middlebrook rd,1.0,1090 S MIDDLEBROOK RD
24 hillside acres,0.0,24 VICTORY St
149 green st,1.0,149 GREEN St
3265 silver lake rd,0.25,3265 PLANK RD
2745 monkton rd,1.0,2745 MONKTON RD
375 mount independence rd,0.5,375 MT INDEPENDENCE RD
1237 green st,1.0,1237 GREEN St
949 maple st,1.0,949 MAPLE St
1058 green st,1.0,1058 GREEN St
2 depot rd,1.0,2 DEPOT RD
87 timber ln,1.0,87 TIMBER LN
17 comfort hl,0.0,17 SCHOOL St
1549 shellhouse mountain rd,0.5,1549 SHELLHOUSE MTN. RD
1460 fuller mountain rd,0.5,1460 FULLER MTN. RD
110 panton rd,1.0,110 PANTON RD
165 sawyer needham rd,0.25,165 SAWYER-NEEDHAM RD
40 fernville rd,1.0,40 FERNVILLE RD
288 sand rd,1.0,288 SAND RD
232 maple run rd,1.0,232 MAPLE RUN RD
918 route 66,1.0,918 ROUTE 66
193 winding way,1.0,193 WINDING WAY
438 maple st,1.0,438 MAPLE St
19 brebeuf ter,0.0,19 THOMAS CIRCLE
142 commodore dr,1.0,142 COMMODORE Dr
33 west st,0.3333333333333333,33 W St
296 vista ln,0.0,296 POTASH BAY
430 kelsey ln,1.0,430 KELSEY LN
1625 shackett rd,0.3333333333333333,1625 LINCOLN RD
1614 shellhouse mountain rd,0.5,1614 SHELLHOUSE MTN. RD
593 plank rd,1.0,593 PLANK RD
30 school st,1.0,30 SCHOOL St
9 white st,1.0,9 WHITE St
192 mountainview dr,1.0,192 MOUNTAINVIEW DR
10 maple mnr,0.3333333333333333,10 MAPLE MANOR
63 new haven rd,1.0,63 NEW HAVEN RD
20 armory ln,1.0,20 ARMORY Ln
12 north st,0.3333333333333333,12 WHITE St
495 botsford rd,0.25,495 CLARK WOODS RD
2370 leicester whiting rd,1.0,2370 LEICESTER WHITING RD
44 knox hill rd,1.0,44 KNOX HILL RD
13 cataract pl,0.3333333333333333,13 CATARACT PLACE
4 green mountain dr,0.25,4 SUNSET Dr
56 oak ln,1.0,56 OAK LN
19 s maple st,1.0,19 S MAPLE St
27 first st,0.3333333333333333,27 UNION St
38 first st,0.3333333333333333,38 W St
138 jenna ln,1.0,138 JENNA Ln
17 four winds rd,1.0,17 FOUR WINDS RD
25 maple mnr,0.3333333333333333,25 MAPLE MANOR
6 first st,0.3333333333333333,6 S St
520 little chicago rd,1.0,520 LITTLE CHICAGO RD
1651 s middlebrook rd,0.2,1651 QUAKER VILLAGE RD
30 sanford rd,0.3333333333333333,30 BOWMAN RD
307 kelley cross rd,1.0,307 KELLEY CROSS RD
3608 us route 7,1.0,3608 US ROUTE 7
11 hillside acres,1.0,11 HILLSIDE ACRES
1093 fuller mountain rd,0.5,1093 FULLER MTN. RD
2217 maple st,1.0,2217 MAPLE St
391 rogers rd,1.0,391 ROGERS RD
187 wing rd,1.0,187 WING RD
78 macdonough dr,1.0,78 MACDONOUGH Dr
97 needham hill rd,1.0,97 NEEDHAM HILL RD
3242 lake dunmore rd,1.0,3242 LAKE DUNMORE RD
42 dunmore acres dr,0.25,42 HEMLOCK Dr
19 s water st,1.0,19 S WATER St
3644 shellhouse mountain rd,0.5,3644 SHELLHOUSE MTN. RD
63 s maple st,1.0,63 S MAPLE St
10 panton rd,1.0,10 PANTON RD
2407 sand rd,1.0,2407 SAND RD
286 singing cedars rd,0.25,286 N RD
2387 maple st,0.3333333333333333,2387 MUNGER St
51 new haven rd,1.0,51 NEW HAVEN RD
859 shackett rd,1.0,859 SHACKETT RD
4207 monkton rd,1.0,4207 MONKTON RD
369 west shore rd,0.5,369 W SHORE RD
173 dogwood dr,0.3333333333333333,173 DANYOW Dr
258 main st,1.0,258 MAIN St
20 s water st,1.0,20 S WATER St
5421 sand rd,1.0,5421 SAND RD
2163 shellhouse mountain rd,0.5,2163 SHELLHOUSE MTN. RD
27 victory st,1.0,27 VICTORY St
902 maple st,0.0,902 KELLOGG BAY RD
795 shackett rd,1.0,795 SHACKETT RD
362 vista ln,1.0,362 VISTA Ln
1551 leicester whiting rd,1.0,1551 LEICESTER WHITING RD
423 monkton rd,1.0,423 MONKTON RD
1033 us route 7,1.0,1033 US ROUTE 7
133 church st,1.0,133 CHURCH St
165 s main st,0.6666666666666666,165 MAIN St
1772 plank rd,1.0,1772 PLANK RD
12 fox ln,1.0,12 FOX Ln
1814 s middlebrook rd,1.0,1814 S MIDDLEBROOK RD
209 plank rd,1.0,209 PLANK RD
39 pine ln,1.0,39 PINE LN
66 northend pt,0.0,66 S WATER St
15 mountain view ln,1.0,15 MOUNTAIN VIEW Ln
168 jenna ln,1.0,168 JENNA Ln
1672 lake dunmore rd,1.0,1672 LAKE DUNMORE RD
107 panton rd,1.0,107 PANTON RD
78 s water st,1.0,78 S WATER St
5 maple mnr,0.3333333333333333,5 MAPLE MANOR
9 martin hill rd,0.5,9 MAROUTEIN HILL RD
411 quiet ln,1.0,411 QUIET LN
1285 west shore rd,0.5,1285 W SHORE RD
442 west shore rd,0.25,442 PLANK RD
3550 us route 7,0.6666666666666666,3550 ROUTE 7
546 s middlebrook rd,1.0,546 S MIDDLEBROOK RD
1512 hooker rd,1.0,1512 HOOKER RD
111 glory ln,1.0,111 GLORY Ln
70 timber ln,1.0,70 TIMBER Ln
2165 lake dunmore rd,0.25,2165 PEARSON RD
28 w main st,1.0,28 W MAIN St
74 balsam dr,1.0,74 BALSAM DR
36 hillside acres,0.0,36 MACDONOUGH Dr
3118 silver lake rd,0.25,3118 ROTAX RD
41 sunset lake rd,1.0,41 SUNSET LAKE RD
114 horton rd,0.3333333333333333,114 PANTON RD
1748 lake dunmore rd,1.0,1748 LAKE DUNMORE RD
2989 lake dunmore rd,1.0,2989 LAKE DUNMORE RD
543 marian ln,0.3333333333333333,543 TORREY LN
7 sanford rd,1.0,7 SANFORD RD
4255 us route 7,0.0,4255 LINCOLN RD
32 booth woods,1.0,32 BOOTH WOODS
1057 maple st,1.0,1057 MAPLE St
5 moosalamoo club rd,0.25,5 BOWMAN RD
201 s maple st,1.0,201 S MAPLE St
1355 lake dunmore rd,1.0,1355 LAKE DUNMORE RD
132 s maple st,1.0,132 S MAPLE St
33 thomas cir,0.3333333333333333,33 THOMAS CIRCLE
10 sunset dr,1.0,10 SUNSET Dr
23 brock ln,1.0,23 BROCK Ln
368 hawkins bay ln,1.0,368 HAWKINS BAY Ln
500 blue jay ave,0.0,500 SHEEP FARM RD
3708 shellhouse mountain rd,0.5,3708 SHELLHOUSE MTN. RD
52 old sawmill rd,1.0,52 OLD SAWMILL RD
40 griswold ln,1.0,40 GRISWOLD Ln
4060 sand rd,1.0,4060 SAND RD
77 mossy grv,0.0,77 GREEN St
23 catamount dr,1.0,23 CATAMOUNT DR
2764 little chicago rd,1.0,2764 LITTLE CHICAGO RD
927 robinson rd,1.0,927 ROBINSON RD
187 bay shore dr,1.0,187 BAY SHORE DR
154 monkton rd,1.0,154 MONKTON RD
23 singing cedars rd,0.6666666666666666,23 SINGING CEDARS
10 main st,1.0,10 MAIN St
998 grosse point rd,0.25,998 MOUNTAIN RD
31 w main st,1.0,31 W MAIN St
379 timber ln,0.3333333333333333,379 MEAD Ln
19 main st,1.0,19 MAIN St
120 owls ave,0.0,120 PANTON RD
3 ridgeview dr,1.0,3 RIDGEVIEW Dr
37 first st,0.3333333333333333,37 GREEN St
22 mcknight ln,0.3333333333333333,22 STEEPLEWOOD Ln
456 sand rd,1.0,456 SAND RD
3245 lake dunmore rd,1.0,3245 LAKE DUNMORE RD
1 main st,1.0,1 MAIN St
184 s maple st,1.0,184 S MAPLE St
39 new haven rd,1.0,39 NEW HAVEN RD
5 meadowbrook rd,1.0,5 MEADOWBROOK RD
46 s maple st,1.0,46 S MAPLE St
15 n maple st,1.0,15 N MAPLE St
2179 smead rd,1.0,2179 SMEAD RD
111 henrys way,0.3333333333333333,111 HENRY'S WAY
664 indian trl,1.0,664 INDIAN TRL
2890 lake dunmore rd,1.0,2890 LAKE DUNMORE RD
19 robins rd,0.3333333333333333,19 HOPKINS RD
20 west st,0.3333333333333333,20 W St
14 second st,0.3333333333333333,14 VICTORY St
3587 us route 7,0.6666666666666666,3587 ROUTE 7
100 green st,1.0,100 GREEN St
71 north shore ln,0.5,71 N SHORE LN
1538 fuller mountain rd,0.5,1538 FULLER MTN. RD
321 westside dr,0.3333333333333333,321 WSIDE DR
2688 lake dunmore rd,1.0,2688 LAKE DUNMORE RD
347 round barn rd,1.0,347 ROUND BARN RD
235 crosby hts,0.3333333333333333,235 CROSBY HEIGHTS
17 second st,0.3333333333333333,17 SCHOOL St
12 second st,0.3333333333333333,12 WHITE St
192 pine oak park,1.0,192 PINE OAK PARK
1691 us route 7,1.0,1691 US ROUTE 7
820 dakin rd,1.0,820 DAKIN RD
29 booth woods,1.0,29 BOOTH WOODS
42 first st,0.3333333333333333,42 E St
92 oak ln,1.0,92 OAK LN
3 sunset pt,0.3333333333333333,3 SUNSET Dr
7 first st,0.3333333333333333,7 SCHOOL St
2835 little chicago rd,1.0,2835 LITTLE CHICAGO RD
4603 us route 7,0.6666666666666666,4603 ROUTE 7
75 stevens orchard rd,1.0,75 STEVENS ORCHARD RD
3192 us route 7,0.6666666666666666,3192 ROUTE 7
730 lake dunmore rd,1.0,730 LAKE DUNMORE RD
20 thomas cir,0.3333333333333333,20 THOMAS CIRCLE
25 victory st,1.0,25 VICTORY St
97 rock lndg,0.3333333333333333,97 ROCK LANDING
87 fernville rd,1.0,87 FERNVILLE RD
6 monroe way,1.0,6 MONROE WAY
14 mountain view ln,1.0,14 MOUNTAIN VIEW Ln
54 sage ct,0.3333333333333333,54 SAGE CROUTE
109 panton rd,1.0,109 PANTON RD
17 first st,0.3333333333333333,17 SCHOOL St
2 alden pl,0.3333333333333333,2 ALDEN PLACE
54 macdonough dr,1.0,54 MACDONOUGH Dr
8 crosby ct,0.3333333333333333,8 CROSBY COUROUTE
281 main st,0.25,281 WASHINGTON St EXT
30 mud dock rd,1.0,30 MUD DOCK RD
3007 lake dunmore rd,1.0,3007 LAKE DUNMORE RD
12 first st,0.3333333333333333,12 WHITE St
174 horton rd,0.3333333333333333,174 CAMPGROUND RD
1044 maple st,1.0,1044 MAPLE ST
1476 sand rd,1.0,1476 SAND RD
1312 hooker rd,1.0,1312 HOOKER RD
2486 us route 7,1.0,2486 US ROUTE 7
3095 lake dunmore rd,1.0,3095 LAKE DUNMORE RD
609 singing cedars rd,0.6666666666666666,609 SINGING CEDARS
107 fernville rd,1.0,107 FERNVILLE RD
2046 walker rd,0.25,2046 W SHORE RD
2739 leicester whiting rd,1.0,2739 LEICESTER WHITING RD
175 high manor park,0.25,175 CHIPMAN PARK
122 tow path ln,0.25,122 TOWPATH Ln
9 spring st,1.0,9 SPRING St
101 cardinal ave,0.0,101 PANTON RD
51 raymond rd,1.0,51 RAYMOND RD
73 school st,1.0,73 SCHOOL St
6 n green st,0.6666666666666666,6 N St
323 monkton rd,1.0,323 MONKTON RD
27 s main st,0.6666666666666666,27 MAIN St
579 maple st,0.0,579 FIDDLER'S Ln
14 sunset dr,1.0,14 SUNSET Dr
91 lakeview dr,1.0,91 LAKEVIEW DR
492 leicester whiting rd,0.25,492 TRACY RD
3367 monkton rd,1.0,3367 MONKTON RD
190 buckwheat st,1.0,190 BUCKWHEAT St
1491 fuller mountain rd,0.5,1491 FULLER MTN. RD
28 shoales dr,0.3333333333333333,28 VINCENT Dr
925 maple st,1.0,925 MAPLE ST
44 north st,0.3333333333333333,44 N St
25 first st,0.3333333333333333,25 HIGH St
17 horton rd,0.3333333333333333,17 PANTON RD
93 oak ln,1.0,93 OAK LN
951 shellhouse mountain rd,0.5,951 SHELLHOUSE MTN. RD
2829 us route 7,1.0,2829 US ROUTE 7
129 main st,1.0,129 MAIN St
2784 lime kiln rd,0.5,2784 LIME KILM RD
24 maple mnr,0.3333333333333333,24 MAPLE MANOR
199 jockey ln,1.0,199 JOCKEY Ln
23 macdonough dr,1.0,23 MACDONOUGH Dr
4270 us route 7,0.6666666666666666,4270 ROUTE 7
250 mount independence rd,0.25,250 GENE'S RD
20 scovel ln,1.0,20 SCOVEL Ln
26 woodman ct,0.3333333333333333,26 WOODMAN COUROUTE
2 s water st,1.0,2 S WATER St
991 echo rd,0.3333333333333333,991 MIDDLEBROOK RD
1944 leicester whiting rd,1.0,1944 LEICESTER WHITING RD
222 high manor park,0.0,222 LAKESIDE Ln
7404 ethan allen hwy,0.5,7404 ETHAN ALLEN HIGHWAY
242 kelsey ln,1.0,242 KELSEY LN
91 main st,1.0,91 MAIN St
81 w main st,1.0,81 W MAIN St
110 cardinal ave,0.0,110 GREEN St
305 jockey ln,1.0,305 JOCKEY Ln
2709 lake dunmore rd,1.0,2709 LAKE DUNMORE RD
181 blue heron ln,0.5,181 BLUE HERRON Ln
2516 lime kiln rd,1.0,2516 LIME KILN RD
115 knox hill rd,1.0,115 KNOX HILL RD
324 leicester whiting rd,0.25,324 LEICESTER-WHITING RD
49 booth woods,1.0,49 BOOTH WOODS
839 maple st,0.6666666666666666,839 MAPLE St EXT
861 upper plains rd,1.0,861 UPPER PLAINS RD
64 sage ct,0.3333333333333333,64 SAGE CROUTE
117 owls ave,0.0,117 W MAIN St
2565 shellhouse mountain rd,0.5,2565 SHELLHOUSE MTN. RD
17 sunset dr,1.0,17 SUNSET Dr
20 mountain view ln,1.0,20 MOUNTAIN VIEW Ln
30 lake view dr,1.0,30 LAKE VIEW DR
6 ice house ct,0.5,6 ICE HOUSE COUROUTE
80 burke rd,1.0,80 BURKE  RD
456 round barn rd,1.0,456 ROUND BARN RD
96 prospect st,0.3333333333333333,96 MAIN St
184 seagul cir,0.0,184 S MAPLE St
1957 lake dunmore rd,0.2,1957 SHELLHOUSE  MTN. RD
491 round barn rd,1.0,491 ROUND BARN RD
16 monkton rd,1.0,16 MONKTON RD
4 moosalamoo club rd,0.25,4 DEPOT RD
2592 lake dunmore rd,1.0,2592 LAKE DUNMORE RD
11 mutton square rd,1.0,11 MUTTON SQUARE RD
16 wicker ln,1.0,16 WICKER LN
3248 sand rd,1.0,3248 SAND RD
1543 us route 7,1.0,1543 US ROUTE 7
2192 s middlebrook rd,1.0,2192 S MIDDLEBROOK RD
149 deer run rd,1.0,149 DEER RUN RD
59 meigs rd,1.0,59 MEIGS RD
201 young rd,1.0,201 YOUNG RD
1444 delorm rd,1.0,1444 DELORM RD
54 commodore dr,1.0,54 COMMODORE Dr
2841 leicester whiting rd,1.0,2841 LEICESTER WHITING RD
2139 us route 7,1.0,2139 US ROUTE 7
26 s maple st,0.6666666666666666,26 S St
620 mount independence rd,0.25,620 CRAM RD
27 monkton rd,1.0,27 MONKTON RD
873 west shore rd,0.5,873 W SHORE RD
1759 us route 7,1.0,1759 US ROUTE 7
75 sunrise lake rd,1.0,75 SUNRISE LAKE RD
273 main st,0.3333333333333333,273 S St
2062 us route 7,0.6666666666666666,2062 ROUTE 7
23 bishop hill rd,0.5,23 NEEDHAM HILL RD
182 green st,1.0,182 GREEN St
643 fern lake rd,1.0,643 FERN LAKE RD
327 s main st,1.0,327 S MAIN St
905 maple st,1.0,905 MAPLE ST
651 rainey ln,0.0,651 BLAKE ROY RD
650 mount independence rd,0.25,650 QUARRY RD
186 monkton rd,1.0,186 MONKTON RD
739 kingsland bay state park rd,0.14285714285714285,739 TYLER BRIDGE RD
183 mountainview dr,1.0,183 MOUNTAINVIEW DR
84 green st,1.0,84 GREEN St
1706 lake dunmore rd,1.0,1706 LAKE DUNMORE RD
79 leicester whiting rd,1.0,79 LEICESTER WHITING RD
168 horton rd,0.3333333333333333,168 FORREST RD
49 buckwheat st,1.0,49 BUCKWHEAT St
663 sunset dr,1.0,663 SUNSET DR
1146 west shore rd,0.5,1146 W SHORE RD
595 lake dunmore rd,1.0,595 LAKE DUNMORE RD
160 sunrise lake rd,1.0,160 SUNRISE LAKE RD
3 battery hl,0.3333333333333333,3 BATTERY HILL
226 crosby hts,0.3333333333333333,226 CROSBY HIEGHTS
21 waterhouse dr,0.3333333333333333,21 SUNSET Dr
2006 s middlebrook rd,1.0,2006 S MIDDLEBROOK RD
3642 lime kiln rd,1.0,3642 LIME KILN RD
85 s water st,1.0,85 S WATER St
89 sparrow hawk rd,1.0,89 SPARROW HAWK RD
47 chickadee ave,0.0,47 GREEN St
484 maple run rd,1.0,484 MAPLE RUN RD
14 green st,0.3333333333333333,14 VICTORY St
385 singing cedars rd,0.6666666666666666,385 SINGING CEDARS
3595 lime kiln rd,0.25,3595 MOUNTAIN RD
5655 us route 7,0.6666666666666666,5655 ROUTE 7
2550 maple st,0.3333333333333333,2550 LAKE St
128 stevens orchard rd,1.0,128 STEVENS ORCHARD RD
68 monkton rd,1.0,68 MONKTON RD
392 mount independence rd,0.25,392 TRI-TOWN RD
37 green st,1.0,37 GREEN St
1388 fern lake rd,1.0,1388 FERN LAKE RD
14 s maple st,1.0,14 S MAPLE St
2158 hooker rd,1.0,2158 HOOKER RD
46 s water st,1.0,46 S WATER St
12 white st,1.0,12 WHITE St
126 sunrise lake rd,1.0,126 SUNRISE LAKE RD
20 maple mnr,0.3333333333333333,20 MAPLE MANOR
985 shackett rd,1.0,985 SHACKETT RD
34 bowman rd,1.0,34 BOWMAN RD
171 jones dr,0.3333333333333333,171 JONES RD
797 us route 7,1.0,797 US ROUTE 7
143 commodore dr,0.3333333333333333,143 BIRCH Dr
706 cram rd,0.3333333333333333,706 PERKINS RD
390 greenbush rd,1.0,390 GREENBUSH RD
282 hideaway trl,1.0,282 HIDEAWAY TRL
308 s main st,1.0,308 S MAIN St
526 isthmus dr,1.0,526 ISTHMUS DR
3 booska ct,0.3333333333333333,3 BOOSKA COUROUTE
552 swinington hill rd,1.0,552 SWININGTON HILL RD
26 nutmeg ln,1.0,26 NUTMEG LN
48 s maple st,1.0,48 S MAPLE St
78 w main st,1.0,78 W MAIN St
3397 shellhouse mountain rd,0.5,3397 SHELLHOUSE MTN. RD
70 meigs rd,1.0,70 MEIGS RD
165 main st,1.0,165 MAIN St
15 north st,0.3333333333333333,15 E St
64 lake view dr,1.0,64 LAKE VIEW DR
351 westside dr,0.3333333333333333,351 WSIDE DR
575 middlebrook rd,1.0,575 MIDDLEBROOK RD
216 jenna ln,1.0,216 JENNA Ln
100 macdonough dr,1.0,100 MACDONOUGH Dr
368 cram rd,1.0,368 CRAM RD
43 old stage rd,1.0,43 OLD STAGE RD
109 panton rd,1.0,109 PANTON RD
139 main st,0.3333333333333333,139 GREEN St
1021 botsford rd,0.3333333333333333,1021 SATTERLY RD
546 fern lake rd,1.0,546 FERN LAKE RD
92 main st,1.0,92 MAIN St
3909 us route 7,0.6666666666666666,3909 ROUTE 7
61 main st,1.0,61 MAIN St
549 marian ln,0.3333333333333333,549 TORREY LN
8 mountain view ln,1.0,8 MOUNTAIN VIEW Ln
7546 ethan allen hwy,0.5,7546 ETHAN ALLEN HIGHWAY
2733 us route 7,0.0,2733 RIVER RD
12 s main st,1.0,12 S MAIN St
13 west st,0.3333333333333333,13 W St
10 monkton rd,1.0,10 MONKTON RD
665 delorm rd,1.0,665 DELORM RD
5 union st,1.0,5 UNION St
241 swinington hill rd,0.5,241 GOVE HILL RD
601 s middlebrook rd,0.5,601 S MIDDLEBLROOK RD
24 leicester whiting rd,1.0,24 LEICESTER WHITING RD
189 green st,1.0,189 GREEN St
622 locust ln,1.0,622 LOCUST Ln
57 new haven rd,1.0,57 NEW HAVEN RD
62 singing cedars rd,0.25,62 MEIGS RD
1898 lake dunmore rd,1.0,1898 LAKE DUNMORE RD
3113 lake dunmore rd,1.0,3113 LAKE DUNMORE RD
395 singing cedars rd,0.25,395 N RD
1554 fort cassin rd,0.5,1554 FOROUTE CASSIN RD
184 green st,0.3333333333333333,184 HIGH St
51 maple run rd,1.0,51 MAPLE RUN RD
3 country cmns,0.0,3 N GREEN St
2437 leicester whiting rd,1.0,2437 LEICESTER WHITING RD
205 main st,1.0,205 MAIN St
2142 maple st,0.6666666666666666,2142 MAPLE St EXT
228 hideaway trl,1.0,228 HIDEAWAY TRL
27 thomas cir,0.3333333333333333,27 THOMAS CIRCLE
2490 monkton rd,1.0,2490 MONKTON RD
16 victory st,1.0,16 VICTORY St
872 greenbush rd,1.0,872 GREENBUSH RD
76 limecrest ln,1.0,76 LIMECREST Ln
24 west st,0.3333333333333333,24 VICTORY St
69 shorewood rd,1.0,69 SHOREWOOD RD
8 crescent dr,1.0,8 CRESCENT Dr
1344 leicester whiting rd,0.0,1344 US ROUTE 7
10 crosby ct,0.3333333333333333,10 CROSBY COUROUTE
81 windy knoll ln,1.0,81 WINDY KNOLL Ln
151 hawkins rd,1.0,151 HAWKINS RD
30 comfort hl,0.0,30 MACDONOUGH Dr
57 s water st,1.0,57 S WATER St
3012 us route 7,0.6666666666666666,3012 ROUTE 7
2023 maple st,1.0,2023 MAPLE St
2442 maple st,0.6666666666666666,2442 MAPLE St EXT
70 monkton rd,1.0,70 MONKTON RD
105 main st,0.6666666666666666,105 S MAIN St
43 s water st,1.0,43 S WATER St
1521 west shore rd,0.5,1521 W SHORE RD
75 w main st,1.0,75 W MAIN St
11 thomas cir,0.3333333333333333,11 THOMAS CIRCLE
343 satterly rd,1.0,343 SATTERLY RD
39 vanders wey,0.0,39 MAIN St
4601 sand rd,0.0,4601 ROUTE 74E
2 battery hl,0.3333333333333333,2 BATTERY HILL
756 nichols rd,1.0,756 NICHOLS RD
24 second st,0.3333333333333333,24 VICTORY St
2523 us route 7,1.0,2523 US ROUTE 7
442 plank rd,1.0,442 PLANK RD
23 robinson rd,1.0,23 ROBINSON RD
3927 sand rd,1.0,3927 SAND RD
6 battery hl,0.3333333333333333,6 BATTERY HILL
77 n main st,1.0,77 N MAIN St
448 maple st,1.0,448 MAPLE ST
355 indian trl,0.0,355 HAZEL Dr
8 school st,1.0,8 SCHOOL St
18 hooker rd,1.0,18 HOOKER RD
1961 lake dunmore rd,1.0,1961 LAKE DUNMORE RD
112 depot rd,1.0,112 DEPOT RD
43 mutton square rd,1.0,43 MUTTON SQUARE RD
64 main st,1.0,64 MAIN St
70 s water st,1.0,70 S WATER St
143 middlebrook rd,1.0,143 MIDDLEBROOK RD
1799 walker rd,0.3333333333333333,1799 PANTON RD
29 thomas cir,0.3333333333333333,29 THOMAS CIRCLE
7 sunset dr,1.0,7 SUNSET Dr
332 mountainview dr,1.0,332 MOUNTAINVIEW DR
855 smead rd,1.0,855 SMEAD RD
595 rustic ln,0.0,595 FORREST RD
1594 monkton rd,1.0,1594 MONKTON RD
142 jockey ln,1.0,142 JOCKEY Ln
198 isthmus dr,1.0,198 ISTHMUS DR
158 buckwheat st,1.0,158 BUCKWHEAT St
1912 us route 7,1.0,1912 US ROUTE 7
110 w salisbury rd,1.0,110 W SALISBURY RD
193 green st,1.0,193 GREEN St
123 mountain mdws,0.3333333333333333,123 MOUNTAIN MEADOW
5531 us route 7,0.6666666666666666,5531 ROUTE 7
1485 shellhouse mountain rd,0.25,1485 BRISTOL RD
93 westside dr,0.3333333333333333,93 WSIDE DR
76 green st,1.0,76 GREEN St
50 monkton rd,1.0,50 MONKTON RD
499 cross rd,1.0,499 CROSS RD
366 westin rd,0.3333333333333333,366 WIN RD
175 winding way,1.0,175 WINDING WAY
187 ferson rd,1.0,187 FERSON RD
2136 middlebrook rd,1.0,2136 MIDDLEBROOK RD
602 botsford rd,1.0,602 BOTSFORD RD
958 west shore rd,0.5,958 W SHORE RD
87 s maple st,0.5,87 S MAIN St
2262 lake dunmore rd,1.0,2262 LAKE DUNMORE RD
786 lake dunmore rd,0.2,786 BEN ROBEROUTES RD
85 timber ln,1.0,85 TIMBER LN
28 comfort hl,0.0,28 MOUNTAIN VIEW Ln
160 pine ln,0.3333333333333333,160 MEAD Ln
95 delorm rd,0.3333333333333333,95 STETSON RD
1077 us route 7,1.0,1077 US ROUTE 7
629 walker rd,0.3333333333333333,629 QUARRY RD
1751 shellhouse mountain rd,0.5,1751 SHELLHOUSE  MTN. RD
1957 shellhouse mountain rd,0.5,1957 SHELLHOUSE  MTN. RD
81 horton rd,0.3333333333333333,81 ROBINSON RD
536 shackett rd,1.0,536 SHACKETT RD
1000 plank rd,1.0,1000 PLANK RD
347 timber ln,1.0,347 TIMBER LN
26 north st,0.3333333333333333,26 N St
35 new haven rd,1.0,35 NEW HAVEN RD
149 n main st,1.0,149 N MAIN St
20 s main st,1.0,20 S MAIN St
47 sunset lake rd,0.6666666666666666,47 SUNSET LAKE
22 second st,0.3333333333333333,22 SCHOOL St
296 mountainview dr,1.0,296 MOUNTAINVIEW DR
198 horton rd,0.3333333333333333,198 BARNES RD
2168 fern lake rd,1.0,2168 FERN LAKE RD
1 thomas cir,0.3333333333333333,1 THOMAS CIRCLE
925 hawkins rd,0.3333333333333333,925 HALLADAY RD
7 crescent dr,1.0,7 CRESCENT Dr
10 walker ave,0.3333333333333333,10 WALKER Av
2414 us route 7,0.6666666666666666,2414 ROUTE 7
12 hillside acres,1.0,12 HILLSIDE ACRES
3344 us route 7,0.6666666666666666,3344 ROUTE 7
2707 us route 7,1.0,2707 US ROUTE 7
64 s cove trl,0.0,64 W MAIN St
412 indian trl,1.0,412 INDIAN TRL
2219 maple st,1.0,2219 MAPLE St
105 cardinal ave,0.0,105 PANTON RD
1391 robinson rd,1.0,1391 ROBINSON RD
2894 monkton rd,1.0,2894 MONKTON RD
124 dogwood dr,1.0,124 DOGWOOD DR
4 park st,0.3333333333333333,4 HIGH St
145 jockey ln,1.0,145 JOCKEY Ln
2080 lake dunmore rd,0.25,2080 HARDSCRABBLE RD
1822 lake dunmore rd,1.0,1822 LAKE DUNMORE RD
30 main st,1.0,30 MAIN St
119 main st,1.0,119 MAIN St
5220 us route 7,0.6666666666666666,5220 ROUTE 7
188 green st,1.0,188 GREEN St
407 westside dr,0.3333333333333333,407 WSIDE DR
613 johns ln,0.0,613 N MAIN St
214 mountainview dr,1.0,214 MOUNTAINVIEW DR
777 delorm rd,1.0,777 DELORM RD
71 commodore dr,0.3333333333333333,71 COLONIAL Dr
980 west shore rd,0.5,980 W SHORE RD
225 little chicago rd,1.0,225 LITTLE CHICAGO RD
151 fox ln,1.0,151 FOX Ln
268 nuthatch ln,0.3333333333333333,268 LAKESIDE Ln
370 lake dunmore rd,1.0,370 LAKE DUNMORE RD
2499 lake dunmore rd,1.0,2499 LAKE DUNMORE RD
32 birch ct,0.3333333333333333,32 BIRCH COUROUTE
1777 lake dunmore rd,0.25,1777 RIDGE RD
3359 shellhouse mountain rd,0.5,3359 SHELLHOUSE  MTN. RD
3 upper plains rd,1.0,3 UPPER PLAINS RD
49 w main st,1.0,49 W MAIN St
1292 us route 7,1.0,1292 US ROUTE 7
2 moosalamoo club rd,0.25,2 BOWMAN RD
213 horton rd,0.3333333333333333,213 VARNEY RD
237 swinington hill rd,0.5,237 ROYCE HILL RD
116 owls ave,0.0,116 PANTON RD
816 maple st,1.0,816 MAPLE ST
235 winding way,1.0,235 WINDING WAY
21 comfort hl,0.0,21 COMFOROUTE HILL
100 armory ln,1.0,100 ARMORY Ln
6 bowman rd,1.0,6 BOWMAN RD
1576 little chicago rd,1.0,1576 LITTLE CHICAGO RD
39 bowman rd,1.0,39 BOWMAN RD
1945 us route 7,1.0,1945 US ROUTE 7
7 courtney dr,0.3333333333333333,7 CRESCENT Dr
85 bilodeau rd,1.0,85 BILODEAU RD
1053 little chicago rd,1.0,1053 LITTLE CHICAGO RD
1114 lake dunmore rd,1.0,1114 LAKE DUNMORE RD
8 country cmns,0.0,8 E St
13 s water st,1.0,13 S WATER St
90 s water st,1.0,90 S WATER St
21 catamount dr,1.0,21 CATAMOUNT DR
