address,score,e911_address
77 green st,1.0,77 GREEN St
1227 robinson rd,1.0,1227 ROBINSON RD
2130 smead rd,1.0,2130 SMEAD RD
122 panton rd,1.0,122 PANTON RD
587 singing cedars rd,0.6666666666666666,587 SINGING CEDARS
1090 hooker rd,1.0,1090 HOOKER RD
429 underwood ln,1.0,429 UNDERWOOD LN
3323 us route 7,0.6666666666666666,3323 ROUTE 7
307 monkton rd,1.0,307 MONKTON RD
2926 hawkins rd,1.0,2926 HAWKINS RD
2838 monkton rd,1.0,2838 MONKTON RD
399 jockey ln,1.0,399 JOCKEY Ln
709 rainey ln,0.3333333333333333,709 TORREY LN
49 new haven rd,1.0,49 NEW HAVEN RD
2317 maple st,0.0,2317 MARKET RD
3 east st,0.3333333333333333,3 KING St
662 us route 7,1.0,662 US ROUTE 7
810 west shore rd,0.5,810 W SHORE RD
21 school st,1.0,21 SCHOOL St
122 sunrise lake rd,1.0,122 SUNRISE LAKE RD
152 s maple st,1.0,152 S MAPLE St
178 green st,1.0,178 GREEN St
7 booska ct,0.3333333333333333,7 BOOSKA COUROUTE
1997 sand rd,1.0,1997 SAND RD
310 west shore rd,0.25,310 SAWYER RD
1894 maple st,0.6666666666666666,1894 MAPLE St EXT
600 mount independence rd,0.25,600 BOTSFORD RD
175 windy ln,1.0,175 WINDY Ln
145 pine ln,1.0,145 PINE LN
46 misty ln,1.0,46 MISTY LN
428 shackett rd,1.0,428 SHACKETT RD
13 s main st,1.0,13 S MAIN St
1772 us route 7,1.0,1772 US ROUTE 7
1 green mountain dr,0.25,1 ADELE Dr
29 limecrest ln,1.0,29 LIMECREST Ln
868 maple st,1.0,868 MAPLE ST
19 booth woods,1.0,19 BOOTH WOODS
126 green st,1.0,126 GREEN St
12 main st,1.0,12 MAIN St
3245 us route 7,0.6666666666666666,3245 ROUTE 7
48 green st,1.0,48 GREEN St
380 round barn rd,1.0,380 ROUND BARN RD
120 wild turkey ln,1.0,120 WILD TURKEY Ln
3 hopkins rd,1.0,3 HOPKINS RD
75 singing cedars rd,0.25,75 MEIGS RD
2512 sand rd,1.0,2512 SAND RD
3361 us route 7,0.6666666666666666,3361 ROUTE 7
862 us route 7,0.0,862 QUAKER St
740 west shore rd,0.5,740 W SHORE RD
118 sunset lake rd,1.0,118 SUNSET LAKE RD
35 wild turkey ln,1.0,35 WILD TURKEY Ln
1921 lake dunmore rd,1.0,1921 LAKE DUNMORE RD
133 crosby hts,0.3333333333333333,133 CROSBY HEIGHTS
59 little otter ln,0.25,59 WAY Ln
525 middlebrook rd,1.0,525 MIDDLEBROOK RD
920 little chicago rd,1.0,920 LITTLE CHICAGO RD
1416 us route 7,1.0,1416 US ROUTE 7
132 lake dunmore rd,1.0,132 LAKE DUNMORE RD
100 macdonough dr,1.0,100 MACDONOUGH Dr
90 dunmore acres dr,0.25,90 HILLCREST Dr
5653 us route 7,0.6666666666666666,5653 ROUTE 7
11 hooker rd,1.0,11 HOOKER RD
105 griswold ln,1.0,105 GRISWOLD LN
1496 lake dunmore rd,1.0,1496 LAKE DUNMORE RD
3213 lake dunmore rd,1.0,3213 LAKE DUNMORE RD
5 s water st,0.6666666666666666,5 S St
1352 smead rd,1.0,1352 SMEAD RD
897 maple st,0.6666666666666666,897 MAPLE St EXT
431 quiet ln,1.0,431 QUIET LN
106 pine oak park,1.0,106 PINE OAK PARK
140 northend pt,0.0,140 S MAPLE St
168 mountainview dr,1.0,168 MOUNTAINVIEW DR
2996 maple st,1.0,2996 MAPLE St
297 winding way,0.0,297 MAIN St
652 botsford rd,1.0,652 BOTSFORD RD
3319 monkton rd,1.0,3319 MONKTON RD
1200 route 66,1.0,1200 ROUTE 66
3 crescent dr,1.0,3 CRESCENT Dr
425 buckwheat st,0.25,425 E MAIN St
1040 sand rd,1.0,1040 SAND RD
145 lake dunmore rd,1.0,145 LAKE DUNMORE RD
80 catamount dr,0.3333333333333333,80 CEDAR Dr
17 robins rd,0.3333333333333333,17 PANTON RD
33 first st,0.3333333333333333,33 W St
329 mountainview dr,1.0,329 MOUNTAINVIEW DR
30 north st,0.3333333333333333,30 SCHOOL St
404 underwood ln,1.0,404 UNDERWOOD LN
1646 hooker rd,1.0,1646 HOOKER RD
1657 lake dunmore rd,0.0,1657 US ROUTE 7
1136 west shore rd,0.25,1136 GREENBUSH RD
265 westside dr,0.3333333333333333,265 STONEWALL Dr
1 hopkins rd,1.0,1 HOPKINS RD
32 chipmans point rd,0.25,32 MONKTON RD
151 s maple st,1.0,151 S MAPLE St
6 panton rd,1.0,6 PANTON RD
1740 hooker rd,0.3333333333333333,1740 DELONG RD
42 robins rd,0.3333333333333333,42 MONKTON RD
68 dunmore acres dr,0.25,68 WARREN Dr
1086 hooker rd,1.0,1086 HOOKER RD
1185 hooker rd,1.0,1185 HOOKER RD
125 high manor park,0.0,125 S MAPLE St
35 school st,1.0,35 SCHOOL St
357 nichols rd,1.0,357 NICHOLS RD
376 mountainview dr,1.0,376 MOUNTAINVIEW DR
780 jockey ln,1.0,780 JOCKEY Ln
382 s main st,1.0,382 S MAIN St
698 greenbush rd,1.0,698 GREENBUSH RD
49 monkton rd,1.0,49 MONKTON RD
52 griswold ln,1.0,52 GRISWOLD Ln
3428 us route 7,0.6666666666666666,3428 ROUTE 7
69 oak ln,1.0,69 OAK LN
38 east st,0.3333333333333333,38 W St
7 thomas cir,0.3333333333333333,7 THOMAS CIRCLE
197 lakeview dr,1.0,197 LAKEVIEW DR
80 high manor park,0.75,80 (6A) HIGH MANOR PARK
102 locust ln,1.0,102 LOCUST Ln
83 fox ln,1.0,83 FOX Ln
315 leicester whiting rd,0.25,315 LEICESTER-WHITING RD
76 satterly rd,1.0,76 SATTERLY RD
108 e brook rd,0.25,108 S RD
1 booska ct,0.3333333333333333,1 BOOSKA COUROUTE
51 crane view dr,1.0,51 CRANE VIEW DR
161 partridge trl,0.3333333333333333,161 PAROUTERIDGE TRL
958 maple st,1.0,958 MAPLE ST
135 windy ln,1.0,135 WINDY Ln
1598 leicester whiting rd,1.0,1598 LEICESTER WHITING RD
28 booth woods,1.0,28 BOOTH WOODS
21 union st,1.0,21 UNION St
16 union st,1.0,16 UNION St
1341 little chicago rd,1.0,1341 LITTLE CHICAGO RD
386 singing cedars rd,0.6666666666666666,386 SINGING CEDARS
106 main st,1.0,106 MAIN St
577 fuller mountain rd,0.5,577 FULLER MTN. RD
3124 shellhouse mountain rd,0.5,3124 SHELLHOUSE  MTN. RD
5474 monkton rd,1.0,5474 MONKTON RD
1273 monkton rd,1.0,1273 MONKTON RD
5 green meadow acres,1.0,5 GREEN MEADOW ACRES
50 new haven rd,1.0,50 NEW HAVEN RD
274 smead rd,1.0,274 SMEAD RD
125 s maple st,1.0,125 S MAPLE St
1111 upper plains rd,0.25,1111 PLANK RD
235 middlebrook rd,1.0,235 MIDDLEBROOK RD
357 monkton rd,1.0,357 MONKTON RD
2413 us route 7,1.0,2413 US ROUTE 7
132 parks hurlburt rd,0.25,132 LEICESTER-WHITING RD
33 bowman rd,1.0,33 BOWMAN RD
202 singing cedars rd,0.25,202 W RD
883 walker rd,1.0,883 WALKER RD
1947 west shore rd,0.5,1947 W SHORE RD
55 high manor park,0.0,55 MACDONOUGH Dr
647 shellhouse mountain rd,0.5,647 SHELLHOUSE MTN RD
200 west shore rd,0.6666666666666666,200 SHORE RD
599 singing cedars rd,0.6666666666666666,599 SINGING CEDARS
1148 leicester whiting rd,1.0,1148 LEICESTER WHITING RD
16 horton rd,0.3333333333333333,16 MONKTON RD
221 singing cedars rd,0.6666666666666666,221 SINGING CEDARS
22 first st,0.3333333333333333,22 SCHOOL St
25 comfort hl,0.0,25 W MAIN St
55 north st,0.3333333333333333,55 N St
76 depot rd,1.0,76 DEPOT RD
1132 old stage rd,1.0,1132 OLD STAGE RD
18 thomas cir,0.3333333333333333,18 THOMAS CIRCLE
33 northend pt,0.0,33 W St
2191 leicester whiting rd,1.0,2191 LEICESTER WHITING RD
42 east st,0.3333333333333333,42 E St
24 mountain view ln,1.0,24 MOUNTAIN VIEW Ln
201 dean rd,0.3333333333333333,201 YOUNG RD
119 fox ln,1.0,119 FOX Ln
28 thomas cir,0.3333333333333333,28 THOMAS CIRCLE
1245 us route 7,1.0,1245 US ROUTE 7
1741 lake dunmore rd,1.0,1741 LAKE DUNMORE RD
437 mount independence rd,0.25,437 HALL RD
21 new haven rd,1.0,21 NEW HAVEN RD
3490 sand rd,1.0,3490 SAND RD
2445 us route 7,1.0,2445 US ROUTE 7
134 knox hill rd,0.25,134 CHURCH RD
1251 delorm rd,1.0,1251 DELORM RD
22 school st,1.0,22 SCHOOL St
306 route 66,1.0,306 ROUTE 66
31 macdonough dr,0.3333333333333333,31 KERRFIELD DR
50 dakin rd,1.0,50 DAKIN RD
94 diamond island ln,0.0,94 S WATER St
1773 plank rd,1.0,1773 PLANK RD
917 maple st,1.0,917 MAPLE ST
73 main st,1.0,73 MAIN St
1270 us route 7,1.0,1270 US ROUTE 7
1442 hooker rd,1.0,1442 HOOKER RD
406 pea ridge rd,0.2,406 ELM POINT RD
457 leicester whiting rd,1.0,457 LEICESTER WHITING RD
555 plank rd,1.0,555 PLANK RD
7 east st,0.3333333333333333,7 SCHOOL St
40 monkton rd,1.0,40 MONKTON RD
1238 west shore rd,0.5,1238 W SHORE RD
4334 us route 7,0.6666666666666666,4334 ROUTE 7
112 bridle path ln,1.0,112 BRIDLE PATH Ln
1576 sand rd,1.0,1576 SAND RD
3467 us route 7,0.6666666666666666,3467 ROUTE 7
4357 monkton rd,1.0,4357 MONKTON RD
627 sunset lake rd,0.6666666666666666,627 SUNSET LAKE
38 booth woods,1.0,38 BOOTH WOODS
17 hopkins rd,1.0,17 HOPKINS RD
1537 lake dunmore rd,1.0,1537 LAKE DUNMORE RD
55 conkey hill rd,0.25,55 BEDFORD RD
1635 lake dunmore rd,0.0,1635 ROUTE 74
642 smead rd,1.0,642 SMEAD RD
289 s middlebrook rd,1.0,289 S MIDDLEBROOK RD
90 creamery rd,1.0,90 CREAMERY RD
106 prospect st,0.3333333333333333,106 MAIN St
875 smead rd,1.0,875 SMEAD RD
61 johnson dr,0.3333333333333333,61 HIDDEN Dr
97 s water st,1.0,97 S WATER St
1259 shellhouse mountain rd,0.5,1259 SHELLHOUSE MTN. RD
209 tow path ln,1.0,209 TOW PATH Ln
510 burroughs farm rd,1.0,510 BURROUGHS FARM RD
3570 lake dunmore rd,1.0,3570 LAKE DUNMORE RD
2094 smead rd,1.0,2094 SMEAD RD
219 young rd,1.0,219 YOUNG RD
175 s maple st,1.0,175 S MAPLE St
119 w main st,1.0,119 W MAIN St
303 matthews mdw,0.0,303 FIELD DAYS RD
79 sawyer needham rd,0.25,79 SAWYER-NEEDHAM RD
15 keewaydin way,0.0,15 SCOVEL Ln
33 mountain view ln,1.0,33 MOUNTAIN VIEW Ln
26 n maple st,1.0,26 N MAPLE St
39 isthmus dr,0.3333333333333333,39 ISLAND Dr
486 pond ln,0.3333333333333333,486 JOCKEY Ln
33 booth woods,1.0,33 BOOTH WOODS
1268 pea ridge rd,1.0,1268 PEA RIDGE RD
605 kelsey ln,1.0,605 KELSEY LN
1578 hooker rd,1.0,1578 HOOKER RD
403 tow path ln,0.25,403 TOWPATH Ln
61 raymond hill rd,1.0,61 RAYMOND HILL RD
70 green st,1.0,70 GREEN St
697 rainey ln,0.0,697 BASIN HARBOR RD
165 round barn rd,1.0,165 ROUND BARN RD
229 pine ln,1.0,229 PINE LN
1220 satterly rd,1.0,1220 SATTERLY RD
22 west st,0.3333333333333333,22 SCHOOL St
41 chickadee ave,0.0,41 W MAIN St
315 maple st,1.0,315 MAPLE ST
530 holman rd,1.0,530 HOLMAN RD
247 partridge trl,0.3333333333333333,247 PAROUTERIDGE TRL
54 north st,0.3333333333333333,54 N St
264 round barn rd,1.0,264 ROUND BARN RD
13 w main st,1.0,13 W MAIN St
6 moosalamoo club rd,0.25,6 BOWMAN RD
550 round barn rd,1.0,550 ROUND BARN RD
32 chickadee ave,0.0,32 BOOTH WOODS
181 glory ln,1.0,181 GLORY Ln
146 pine ln,1.0,146 PINE LN
724 maple st,0.25,724 E MUNGER St
183 seagul cir,0.0,183 GREEN St
145 lakeview dr,1.0,145 LAKEVIEW DR
2674 monkton rd,0.5,2674 & 2660 MONKTON RD
174 burroughs farm rd,1.0,174 BURROUGHS FARM RD
100 macdonough dr,1.0,100 MACDONOUGH Dr
25 swallow dr,0.25,25 REVELL DR PVT
10 country cmns,0.0,10 MAIN St
120 panton rd,1.0,120 PANTON RD
92 fern lake rd,1.0,92 FERN LAKE RD
287 glory ln,1.0,287 GLORY Ln
15 short st,0.3333333333333333,15 E St
1567 us route 7,0.6666666666666666,1567 ROUTE 7
2935 lake dunmore rd,1.0,2935 LAKE DUNMORE RD
98 coach rd,1.0,98 COACH RD
21 sunset dr,1.0,21 SUNSET Dr
196 s maple st,1.0,196 S MAPLE St
273 locust ln,0.0,273 ANDRUS PITCH
46 robins rd,0.3333333333333333,46 MONKTON RD
2427 us route 7,1.0,2427 US ROUTE 7
968 fuller mountain rd,0.5,968 FULLER MTN. RD
1979 lake dunmore rd,1.0,1979 LAKE DUNMORE RD
10 thomas cir,0.3333333333333333,10 THOMAS CIRCLE
66 s cove trl,0.2,66 S WATER St
50 north st,0.3333333333333333,50 N St
504 little chicago rd,1.0,504 LITTLE CHICAGO RD
100 macdonough dr,1.0,100 MACDONOUGH Dr
255 sand rd,1.0,255 SAND RD
24 swallow dr,0.3333333333333333,24 SUNSET Dr
12 walker ave,0.3333333333333333,12 WALKER Av
67 s water st,1.0,67 S WATER St
854 west shore rd,0.5,854 W SHORE RD
156 wild turkey ln,1.0,156 WILD TURKEY Ln
238 young rd,1.0,238 YOUNG RD
271 plank rd,1.0,271 PLANK RD
37 chickadee ave,0.3333333333333333,37 ROBEROUTES AVE
2695 hawkins rd,1.0,2695 HAWKINS RD
8 s water st,1.0,8 S WATER St
25 lakeview rd,1.0,25 LAKEVIEW RD
9 short st,0.3333333333333333,9 W St
1454 fern lake rd,1.0,1454 FERN LAKE RD
765 smead rd,1.0,765 SMEAD RD
87 pine cone ln,1.0,87 PINE CONE Ln
16 thomas cir,0.3333333333333333,16 THOMAS CIRCLE
2452 lake dunmore rd,0.2,2452 CUTTING HILL RD
77 mountain rd,1.0,77 MOUNTAIN RD
3 short st,0.3333333333333333,3 KING St
7407 ethan allen hwy,0.5,7407 ETHAN ALLEN HIGHWAY
17 w main st,1.0,17 W MAIN St
195 green st,1.0,195 GREEN St
44 robins rd,0.3333333333333333,44 BOWMAN RD
162 indian trl,1.0,162 INDIAN TRL
78 s maple st,1.0,78 S MAPLE St
1126 delorm rd,1.0,1126 DELORM RD
8 bilodeau rd,1.0,8 BILODEAU RD
158 leicester whiting rd,1.0,158 LEICESTER WHITING RD
3272 shellhouse mountain rd,0.5,3272 SHELLHOUSE MTN. RD
47 monkton rd,1.0,47 MONKTON RD
1876 lake dunmore rd,1.0,1876 LAKE DUNMORE RD
1322 fuller mountain rd,0.5,1322 FULLER MTN. RD
586 robinson rd,1.0,586 ROBINSON RD
98 stevens orchard rd,1.0,98 STEVENS ORCHARD RD
15 thomas cir,0.3333333333333333,15 THOMAS CIRCLE
36 canal st,1.0,36 CANAL St
4 prospect st,0.3333333333333333,4 HIGH St
29 first st,0.3333333333333333,29 SCHOOL St
21 young rd,1.0,21 YOUNG RD
274 glory ln,1.0,274 GLORY Ln
400 leisure ln,1.0,400 LEISURE LN
113 owls ave,0.0,113 N St
230 high manor park,1.0,230 HIGH MANOR PARK
152 n main st,1.0,152 N MAIN St
3114 us route 7,0.6666666666666666,3114 ROUTE 7
91 catamount dr,1.0,91 CATAMOUNT DR
88 us route 7,0.25,88 ROUTE 73W
3568 monkton rd,0.0,3568 VT ROUTE 116
198 s main st,1.0,198 S MAIN St
318 holman rd,1.0,318 HOLMAN RD
1140 maple st,0.6666666666666666,1140 MAPLE St EXT
87 main st,1.0,87 MAIN St
67 new haven rd,1.0,67 NEW HAVEN RD
235 primrose ln,1.0,235 PRIMROSE Ln
754 hooker rd,1.0,754 HOOKER RD
43 mcknight ln,0.3333333333333333,43 MOSS Ln
292 westin rd,0.3333333333333333,292 DELONG RD
1301 robinson rd,1.0,1301 ROBINSON RD
220 moonlit mdws,0.0,220 FIELD DAYS RD
2 canal st,1.0,2 CANAL St
185 rogers rd,1.0,185 ROGERS RD
500 rustic ln,0.3333333333333333,500 STILLMEADOW Ln
127 atkins farm rd,1.0,127 ATKINS FARM RD
2 prospect st,1.0,2 PROSPECT St
398 mount independence rd,0.25,398 DOUGLAS RD
441 quiet ln,1.0,441 QUIET LN
1090 shellhouse mountain rd,0.5,1090 SHELLHOUSE MTN. RD
68 stone meadow ln,1.0,68 STONE MEADOW Ln
945 maple st,0.0,945
45 school st,1.0,45 SCHOOL St
231 birchard park,1.0,231 BIRCHARD PARK
440 e main st,1.0,440 E MAIN St
41 south st,0.3333333333333333,41 GREEN St
1070 dragon brook rd,1.0,1070 DRAGON BROOK RD
680 dog team rd,1.0,680 DOG TEAM RD
717 college st,1.0,717 COLLEGE St
186 burnham dr,1.0,186 BURNHAM Dr
2888 us route 7 s,0.75,2888 ROUTE 7 S
20 overbrook dr,0.3333333333333333,20 SUNSET Dr
41 colonial dr,1.0,41 COLONIAL Dr
152 college st,1.0,152 COLLEGE St
1766 alder brook rd,0.2,1766 ROBEROUTE YOUNG RD
17 east rd,0.3333333333333333,17 PANTON RD
303 college st,0.0,303 FIELD DAYS RD
19 woodbridge ln,0.3333333333333333,19 SCOVEL Ln
900 pearl lee rd,0.2,900 CIDER MILL RD
30 college st,1.0,30 COLLEGE St
5330 vt route 125,0.6666666666666666,5330 ROUTE 125
40 dwire cir,0.3333333333333333,40 DWIRE CIRCLE
1267 case st,1.0,1267 CASE St
11 lower plains rd,1.0,11 LOWER PLAINS RD
1138 case st,1.0,1138 CASE St
1815 south st ext,0.5,1815 S St EXT
30 middle seymour st,0.6666666666666666,30 SEYMOUR St
154 belden falls rd,0.25,154 MONKTON RD
1756 us route 7 s,0.0,1756 SPERRY RD
69 n pleasant st,1.0,69 N PLEASANT St
50 bennington way,0.25,50 WAY Ln EXT
1484 us route 7 n,0.2,1484 ROUTE 30
37 washington st,1.0,37 WASHINGTON St
114 green mountain pl,0.5,114 GREEN MOUNTAIN PLACE
4509 lincoln rd,1.0,4509 LINCOLN RD
220 painter hills rd,1.0,220 PAINTER HILLS RD
91 seymour st,1.0,91 SEYMOUR St
13 washington st,1.0,13 WASHINGTON St
704 e munger st,0.0,704 HARDSCRABBLE RD
278 washington st ext,0.0,278 N RD
953 lower foote st,1.0,953 LOWER FOOTE St
1049 lincoln rd,1.0,1049 LINCOLN RD
217 us route 7,0.0,217 ALGONQUIN Dr
3 wilmar st,1.0,3 WILMAR St
1270 case st,1.0,1270 CASE St
180 dow farm ln,1.0,180 DOW FARM Ln
263 court st,0.3333333333333333,263 MAIN St
3 grist mill rd,0.25,3 HOPKINS RD
15 stonegate dr,1.0,15 STONEGATE Dr
370 pomainville dr,1.0,370 POMAINVILLE DR
179 cottage ln,1.0,179 COTTAGE Ln
16 brookside dr,1.0,16 BROOKSIDE Dr
7 swanage ct,0.3333333333333333,7 SWANAGE COUROUTE
294 burnham dr,1.0,294 BURNHAM Dr
10 court sq,0.0,10 MAIN St
2890 us route 7 s,0.0,2890 LAKE DUNMORE RD
102 s main st,0.0,102 WEYBRIDGE RD
367 airport rd,0.3333333333333333,367 CHURCH RD
1 ledgewood ct,0.0,1 ADELE Dr
201 exchange st,0.25,201 S MAPLE St
484 south st ext,0.5,484 S St EXT
110 skyline ln,0.25,110 PAUL ALLISON Ln
46 high st,1.0,46 HIGH St
44 lower plains rd,1.0,44 LOWER PLAINS RD
2960 natural tpke,0.3333333333333333,2960 NATURAL TURNPIKE
70 weybridge st,1.0,70 WEYBRIDGE St
764 munger st,1.0,764 MUNGER St
587 us route 7,0.6666666666666666,587 ROUTE 7
131 s main st,1.0,131 S MAIN St
513 maiden ln,0.0,513 SCHOOLHOUSE RD
58 lower foote st,0.25,58 SCHOOL St
12 green mountain pl,0.5,12 GREEN MOUNTAIN PLACE
105 danyow dr,1.0,105 DANYOW Dr
155 mead ln,1.0,155 MEAD Ln
32 fields rd,1.0,32 FIELDS RD
70 court st,0.3333333333333333,70 GREEN St
186 skyline ln,0.3333333333333333,186 STEEPLEWOOD Ln
1249 cady rd,1.0,1249 CADY RD
26 gorham ln,1.0,26 GORHAM Ln
275 pratt rd,1.0,275 PRATT RD
186 halladay rd,1.0,186 HALLADAY RD
3142 case st,1.0,3142 CASE St
56 hillcrest rd,0.3333333333333333,56 FERNVILLE RD
46 washington st,1.0,46 WASHINGTON St
83 sheldon ln,1.0,83 SHELDON Ln
87 benedict ln,1.0,87 BENEDICT Ln
160 rogers rd,1.0,160 ROGERS RD
342 dragon brook rd,1.0,342 DRAGON BROOK RD
112 weybridge st,1.0,112 WEYBRIDGE St
23 meadow glen dr,1.0,23 MEADOW GLEN Dr
225 morgan horse farm rd,0.2,225 PERKINS RD
47 twin cirs,0.0,47 GREEN St
967 washington st ext,1.0,967 WASHINGTON St EXT
19 overbrook dr,0.3333333333333333,19 COLONIAL Dr
1089 vt route 125,0.6666666666666666,1089 ROUTE 125
456 washington st ext,1.0,456 WASHINGTON St EXT
114 kestrel ln,0.3333333333333333,114 MAYAPPLE Ln
429 painter rd,1.0,429 PAINTER RD
11 s gorham ln,1.0,11 S GORHAM Ln
86 n pleasant st,1.0,86 N PLEASANT St
32 ossie rd,1.0,32 OSSIE RD
180 chipman park,1.0,180 CHIPMAN PARK
50 lower plains rd,1.0,50 LOWER PLAINS RD
10 forest ridge dr,1.0,10 FOREST RIDGE Dr
277 lindale cir,0.0,277 N MAIN St
149 rogers rd,1.0,149 ROGERS RD
244 kelton dr,1.0,244 KELTON Dr
1046 us route 7,0.6666666666666666,1046 ROUTE 7
53 lower foote st,1.0,53 LOWER FOOTE St
220 wagon wheel rd,1.0,220 WAGON WHEEL RD
35 green mountain pl,0.5,35 GREEN MOUNTAIN PLACE
1615 duclos rd,1.0,1615 DUCLOS RD
3156 munger st,1.0,3156 MUNGER St
185 mead ln,1.0,185 MEAD Ln
25 evergreen ln,0.3333333333333333,25 MEADOW Ln
3969 munger st,1.0,3969 MUNGER St
27 evergreen ln,0.3333333333333333,27 WILDFLOWER Ln
1202 vt route 125,0.0,1202 GREEN St EXT
469 e main st,1.0,469 E MAIN St
9 ledgewood ct,0.0,9 MAPLE MANOR
67 silver towers rd,0.25,67 RIVERBEND RD
13 south st,0.3333333333333333,13 W St
1078 lower foote st,1.0,1078 LOWER FOOTE St
24 hillcrest rd,0.3333333333333333,24 BOWMAN RD
8 nedde rd,0.3333333333333333,8 HOPKINS RD
3852 case st,1.0,3852 CASE St
342 e main st,1.0,342 E MAIN St
43 court st,0.3333333333333333,43 MAIN St
32 evergreen ln,0.3333333333333333,32 ORCHARD Ln
63 exchange st,1.0,63 EXCHANGE St
14 old chapel rd,0.5,14 OLD HOLLOW RD
579 buttolph dr,1.0,579 BUTTOLPH Dr
60 main st,1.0,60 MAIN St
145 lindale cir,0.0,145 GREEN St
19 kings row,1.0,19 KINGS ROW
11 s munger st,1.0,11 S MUNGER St
468 lower plains rd,1.0,468 LOWER PLAINS RD
94 woodland park,1.0,94 WOODLAND PARK
375 e main st,1.0,375 E MAIN St
913 washington st ext,1.0,913 WASHINGTON St EXT
66 fields rd,1.0,66 FIELDS RD
4 case st,1.0,4 CASE St
280 court st,0.3333333333333333,280 MAIN ST
24 gorham ln,1.0,24 GORHAM Ln
23 geordies path,0.0,23 SUNSET Dr
88 mainelli rd,1.0,88 MAINELLI RD
2 newton dr,1.0,2 NEWTON Dr
1131 river rd,1.0,1131 RIVER RD
231 fields rd,1.0,231 FIELDS RD
39 lower plains rd,1.0,39 LOWER PLAINS RD
15 lower plains rd,1.0,15 LOWER PLAINS RD
65 main st,1.0,65 MAIN St
569 maiden ln,1.0,569 MAIDEN Ln
51 benedict ln,1.0,51 BENEDICT Ln
24 school house hill rd,1.0,24 SCHOOL HOUSE HILL RD
9 mill st,0.3333333333333333,9 W St
403 e main st,1.0,403 E MAIN St
344 case st,1.0,344 CASE St
87 jackson ln,0.3333333333333333,87 BENEDICT Ln
14 court sq,0.0,14 VICTORY St
226 halladay rd,1.0,226 HALLADAY RD
21 forest ridge dr,1.0,21 FOREST RIDGE Dr
253 fields rd,1.0,253 FIELDS RD
3614 case st,1.0,3614 CASE St
164 cottage ln,1.0,164 COTTAGE Ln
55 billings old town rd,0.2,55 BEDFORD RD
1120 upper plains rd,1.0,1120 UPPER PLAINS RD
212 seymour st ext,1.0,212 SEYMOUR St EXT
201 s ridge dr,0.2,201 S MAPLE St
522 quarry rd,1.0,522 QUARRY RD
46 sydney way,0.0,46 S MAPLE St
1148 munger st,1.0,1148 MUNGER St
73 main st,1.0,73 MAIN St
13 forest ridge dr,1.0,13 FOREST RIDGE Dr
22 seminary st,1.0,22 SEMINARY St
139 s main st,0.6666666666666666,139 S St
33 lower plains rd,1.0,33 LOWER PLAINS RD
861 washington st ext,0.25,861 E St
25 dugway rd,0.3333333333333333,25 MONKTON RD
934 pearl lee rd,1.0,934 PEARL LEE RD
334 chipman park,1.0,334 CHIPMAN PARK
161 s pleasant st,1.0,161 S PLEASANT St
218 deer meadow dr,0.25,218 ALGONQUIN Dr
12 kings row,1.0,12 KINGS ROW
27 maxwell pl,0.0,27 THOMAS CIRCLE
3 meadow way,1.0,3 MEADOW WAY
1786 us route 7 s,0.16666666666666666,1786 S 116 RD
60 monroe st,1.0,60 MONROE St
234 pulp mill bridge rd,1.0,234 PULP MILL BRIDGE RD
16 south st,0.3333333333333333,16 E St
413 e main st,1.0,413 E MAIN St
20 old chapel rd,0.25,20 BOWMAN RD
61 otterside ct,0.0,61 S WATER St
318 plains rd,1.0,318 PLAINS RD
1458 us route 7 s,0.0,1458 W St
76 north forty ln,0.25,76 GRANDVIEW Ln
148 hillcrest rd,0.3333333333333333,148 SAMSON RD
50 short shannon st,0.5,50 SHOROUTE SHANNON St
11 chipman hts,0.3333333333333333,11 CHIPMAN HEIGHTS
1115 case st,1.0,1115 CASE St
2360 us route 7 s,0.0,2360 HARDSCRABBLE RD
62 court st,0.3333333333333333,62 PINE St
995 n branch rd,0.25,995 HARDSCRABBLE RD
11 seminary st,1.0,11 SEMINARY St
185 cottage ln,1.0,185 COTTAGE Ln
501 munger st,1.0,501 MUNGER St
567 happy valley rd,1.0,567 HAPPY VALLEY RD
34 exchange st,1.0,34 EXCHANGE St
334 e main st,1.0,334 E MAIN St
371 county cross rd,1.0,371 COUNTY CROSS RD
1061 quarry rd,1.0,1061 QUARRY RD
3 dutton ln,1.0,3 DUTTON Ln
183 college cross rd,0.25,183 CHURCHVILLE RD
50 main st,1.0,50 MAIN St
3334 munger st,1.0,3334 MUNGER St
21 short shannon st,0.5,21 SHOROUTE SHANNON St
4 jayne ct,0.0,4 MEADOW Ln
13 east rd,0.3333333333333333,13 LEICESTER-WHITING RD
114 mayapple ln,1.0,114 MAYAPPLE Ln
9 elm st,1.0,9 ELM St
24 road 18,0.3333333333333333,24 RD 18
236 college st,0.3333333333333333,236 BOARDMAN St
542 buttolph dr,1.0,542 BUTTOLPH Dr
110 s main st,1.0,110 S MAIN St
33 school house hill rd,1.0,33 SCHOOL HOUSE HILL RD
335 us route 7,0.0,335 PINE OAK PARK
1732 lincoln rd,1.0,1732 LINCOLN RD
6 thomas st,1.0,6 THOMAS St
8 blueberry ln,1.0,8 BLUEBERRY Ln
1708 quarry rd,1.0,1708 QUARRY RD
107 pleasant view ter,0.5,107 PLEASANT VIEW TERRACE
